provincia_id,provincia_nombre,causa_id,caso_id_ministerio_publico,circunscripcion_id,circunscripcion_descripcion,unidad_id,unidad_descripcion,caso_fecha_inicio,causa_fecha_hecho,delito_codigo,delito_descripcion,delito_tentativa,delito_estadistico,fecha_envio
02,Ciudad Autónoma de Buenos Aires,433880,MPF00097114,CABA,CABA,1145,JUZGADO 9,2017-12-07,2015-12-19,21,Violar clausura impuesta por autoridad judicial o administrativa (Art. 74 según TC Ley 5666 y modif.),NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,422893,MPF00097374,CABA,CABA,1143,JUZGADO 7,2017-02-02,2015-12-06,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,416314,MPF00097384,CABA,CABA,1467,JUZGADO 29,2017-06-12,2015-11-15,21,Violar clausura impuesta por autoridad judicial o administrativa (Art. 74 según TC Ley 5666 y modif.),NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,416314,MPF00097384,CABA,CABA,1467,JUZGADO 29,2017-06-12,2015-11-15,59,Ruidos molestos (Art. 85 según TC Ley 5666 y modif.),NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,437861,MPF00097386,CABA,CABA,91,JUZGADO 1,2017-03-01,2015-11-29,66,Conducir con mayor cantidad de alcohol en sangre del permitido o bajo los efectos de estupefacientes (art. 114 según tc Ley 5666 y modif.),NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,441307,MPF00097530,CABA,CABA,1143,JUZGADO 7,2017-04-18,s/d,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,418851,MPF00098002,CABA,CABA,964,JUZGADO 17,2017-04-26,2015-12-29,477,Trabajo Infantil - Ley 26.847 Art. 148 bis,NO,Sin clasificar,2018-11-05
02,Ciudad Autónoma de Buenos Aires,415652,MPF00098021,CABA,CABA,964,JUZGADO 17,2017-02-16,2015-12-18,21,Violar clausura impuesta por autoridad judicial o administrativa (Art. 74 según TC Ley 5666 y modif.),NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,410832,MPF00098217,CABA,CABA,134,JUZGADO 10,2017-06-01,2015-12-17,404,Daños - CP (p/ L 2303),NO,Daños,2018-11-05
02,Ciudad Autónoma de Buenos Aires,419368,MPF00098462,CABA,CABA,1145,JUZGADO 9,2017-05-10,2015-12-28,21,Violar clausura impuesta por autoridad judicial o administrativa (Art. 74 según TC Ley 5666 y modif.),NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,412614,MPF00098689,CABA,CABA,1467,JUZGADO 29,2017-02-16,2015-08-10,393,Delitos Atinentes a la Pornografía (producir/publicar imágenes pornogr. c menores 18) CP (p/ L 2303),NO,Pornografía infantil,2018-11-05
02,Ciudad Autónoma de Buenos Aires,441828,MPF00099037,CABA,CABA,966,JUZGADO 11,2017-04-24,2015-12-12,21,Violar clausura impuesta por autoridad judicial o administrativa (Art. 74 según TC Ley 5666 y modif.),NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,442022,MPF00099074,CABA,CABA,964,JUZGADO 17,2017-04-10,2015-10-15,475,Ln 13.944 (incumplimiento de los deberes de asistencia familiar),NO,Incumplimiento de los deberes de asistencia familiar,2018-11-05
02,Ciudad Autónoma de Buenos Aires,415460,MPF00099239,CABA,CABA,1474,JUZGADO 31,2017-11-02,2016-01-17,66,Conducir con mayor cantidad de alcohol en sangre del permitido o bajo los efectos de estupefacientes (art. 114 según tc Ley 5666 y modif.),NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,430040,MPF00099321,CABA,CABA,970,JUZGADO 19,2017-05-30,2016-01-19,449,"Hostigar, maltratar, intimidar (Art. 52 según TC Ley 5666 y modif.)",NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,412953,MPF00099752,CABA,CABA,1474,JUZGADO 31,2017-02-15,2016-01-16,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,438864,MPF00100056,CABA,CABA,1808,secrejujuzcyf3,2017-03-09,2016-01-23,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,436464,MPF00100312,CABA,CABA,968,JUZGADO 22,2017-04-25,2016-01-30,449,"Hostigar, maltratar, intimidar (Art. 52 según TC Ley 5666 y modif.)",NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,429214,MPF00100677,CABA,CABA,1347,JUZGADO 23,2017-03-31,2016-01-23,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,426204,MPF00100701,CABA,CABA,1430,JUZGADO 24,2017-08-01,2016-02-02,449,"Hostigar, maltratar, intimidar (Art. 52 según TC Ley 5666 y modif.)",NO,Contravención,2018-11-05
14,Córdoba,10000569,sd,1,Primera,339,FISC. DISTRITO 2 TURNO 5,2021-05-19,2021-04-23,158,HURTO,NO,Hurto,2022-05-13
14,Córdoba,10000583,sd,1,Primera,339,FISC. DISTRITO 2 TURNO 5,2021-06-28,,,,,Sin informar,2022-05-13
14,Córdoba,10000607,sd,1,Primera,333,FISC. DISTRITO 1 TURNO 5,2021-05-21,2021-04-23,23,LESIONES LEVES,NO,Lesiones dolosas,2022-05-13
14,Córdoba,10000610,sd,1,Primera,1090,,2021-12-30,,102,PRIVACIÓN ILEGÍTIMA DE LA LIBERTAD PERSONAL CALIFICADA,NO,Sin clasificar,2022-05-13
14,Córdoba,10000610,sd,1,Primera,1090,,2021-12-30,,133,AMENAZAS,NO,Amenazas,2022-05-13
14,Córdoba,10000610,sd,1,Primera,1090,,2021-12-30,,136,AMENAZAS CALIFICADAS POR EL EMPLEO DE ARMAS,NO,Amenazas,2022-05-13
14,Córdoba,10000610,sd,1,Primera,1090,,2021-12-30,,142,VIOLACIÓN DE DOMICILIO,NO,Violación de domicilio,2022-05-13
14,Córdoba,10000610,sd,1,Primera,1090,,2021-12-30,,169,ROBO,NO,Robo,2022-05-13
14,Córdoba,10000610,sd,1,Primera,1090,,2021-12-30,,236,DAÑO,NO,Daños,2022-05-13
14,Córdoba,10000664,sd,1,Primera,1090,,2021-11-02,,134,AMENAZAS CALIFICADAS,NO,Amenazas,2022-05-13
14,Córdoba,10000664,sd,1,Primera,1090,,2021-11-02,,424,LESIONES LEVES CALIFICADAS,NO,Lesiones dolosas,2022-05-13
14,Córdoba,10000669,sd,1,Primera,345,FISC. DISTRITO 3 TURNO 5,2021-05-05,,,,,Sin informar,2022-05-13
14,Córdoba,10000710,sd,1,Primera,344,FISC. DISTRITO 4 TURNO 2 (EX FISC. DISTR 3 TURNO 4),2021-07-09,2021-04-24,133,AMENAZAS,NO,Amenazas,2022-05-13
14,Córdoba,10000726,sd,1,Primera,334,FISC. DISTRITO 1 TURNO 6,2021-06-08,,23,LESIONES LEVES,NO,Lesiones dolosas,2022-05-13
14,Córdoba,10000728,sd,1,Primera,342,FIS. DE DELITOS CONTRA LA INTEGRIDAD SEXUAL DE 1° TURNO,2021-06-05,,133,AMENAZAS,NO,Amenazas,2022-05-13
14,Córdoba,10000728,sd,1,Primera,342,FIS. DE DELITOS CONTRA LA INTEGRIDAD SEXUAL DE 1° TURNO,2021-06-05,,137,COACCIÓN,NO,Coacción,2022-05-13
14,Córdoba,10000728,sd,1,Primera,342,FIS. DE DELITOS CONTRA LA INTEGRIDAD SEXUAL DE 1° TURNO,2021-06-05,,58,ABUSO SEXUAL CON ACCESO CARNAL,NO,Abuso sexual,2022-05-13
14,Córdoba,10000745,sd,1,Primera,720,MESA DE ATENCION PERMANENTE - SEC.PENAL DEL TSJ,2021-04-24,,637,DEFRAUDACIÓN POR NEGATIVA A RESTITUIR O RESTITUCIÓN TARDÍA DE OBJETOS DADOS,NO,Estafa y otras defraudaciones,2022-05-13
14,Córdoba,10000799,sd,1,Primera,334,FISC. DISTRITO 1 TURNO 6,2021-08-09,,,,,Sin informar,2022-05-13
14,Córdoba,10000811,sd,1,Primera,344,FISC. DISTRITO 4 TURNO 2 (EX FISC. DISTR 3 TURNO 4),2021-05-03,2021-04-22,169,ROBO,NO,Robo,2022-05-13
14,Córdoba,10000890,sd,1,Primera,334,FISC. DISTRITO 1 TURNO 6,2021-12-13,2021-04-25,23,LESIONES LEVES,SI,Lesiones dolosas,2022-05-13
14,Córdoba,10000900,sd,1,Primera,334,FISC. DISTRITO 1 TURNO 6,2021-11-10,2021-04-25,23,LESIONES LEVES,NO,Lesiones dolosas,2022-05-13
14,Córdoba,10000916,sd,5,Quinta,437,FISC.INSTRUC.FLIA 2 T - SAN FRANCISCO,2021-04-25,,,,,Sin informar,2022-05-13
14,Córdoba,10000921,sd,5,Quinta,437,FISC.INSTRUC.FLIA 2 T - SAN FRANCISCO,2021-04-25,,,,,Sin informar,2022-05-13
14,Córdoba,10000972,sd,4,Cuarta,146,FISC.3ºN.C/COMP.CIV.COM.LAB.DE FLIA.INSTR.Y MEN.-SEC.5 - V.MARIA,2021-04-25,,,,,Sin informar,2022-05-13
14,Córdoba,10000973,sd,4,Cuarta,146,FISC.3ºN.C/COMP.CIV.COM.LAB.DE FLIA.INSTR.Y MEN.-SEC.5 - V.MARIA,2021-04-25,,,,,Sin informar,2022-05-13
14,Córdoba,10000977,sd,4,Cuarta,146,FISC.3ºN.C/COMP.CIV.COM.LAB.DE FLIA.INSTR.Y MEN.-SEC.5 - V.MARIA,2021-04-25,,,,,Sin informar,2022-05-13
14,Córdoba,10000980,sd,4,Cuarta,146,FISC.3ºN.C/COMP.CIV.COM.LAB.DE FLIA.INSTR.Y MEN.-SEC.5 - V.MARIA,2021-04-25,2020-12-27,194,ESTAFA,NO,Estafa y otras defraudaciones,2022-05-13
14,Córdoba,10000986,sd,4,Cuarta,147,FISC.3ºN.C/COMP.CIV.COM.LAB.DE FLIA.INSTR.Y MEN.-SEC.6 - V.MARIA,2021-04-25,2021-03-05,133,AMENAZAS,NO,Amenazas,2022-05-13
14,Córdoba,10000986,sd,4,Cuarta,147,FISC.3ºN.C/COMP.CIV.COM.LAB.DE FLIA.INSTR.Y MEN.-SEC.6 - V.MARIA,2021-04-25,2021-03-05,23,LESIONES LEVES,NO,Lesiones dolosas,2022-05-13
14,Córdoba,10000995,sd,1,Primera,334,FISC. DISTRITO 1 TURNO 6,2021-07-02,,,,,Sin informar,2022-05-13
14,Córdoba,10001012,sd,4,Cuarta,147,FISC.3ºN.C/COMP.CIV.COM.LAB.DE FLIA.INSTR.Y MEN.-SEC.6 - V.MARIA,2021-04-25,,236,DAÑO,NO,Daños,2022-05-13
14,Córdoba,10001012,sd,4,Cuarta,147,FISC.3ºN.C/COMP.CIV.COM.LAB.DE FLIA.INSTR.Y MEN.-SEC.6 - V.MARIA,2021-04-25,,293,RESISTENCIA O DESOBEDIENCIA A UN FUNCIONARIO PÚBLICO,NO,Resistencia o desobediencia a un funcionario público,2022-05-13
14,Córdoba,10001016,sd,4,Cuarta,147,FISC.3ºN.C/COMP.CIV.COM.LAB.DE FLIA.INSTR.Y MEN.-SEC.6 - V.MARIA,2021-04-25,2021-04-14,133,AMENAZAS,NO,Amenazas,2022-05-13
14,Córdoba,10001016,sd,4,Cuarta,147,FISC.3ºN.C/COMP.CIV.COM.LAB.DE FLIA.INSTR.Y MEN.-SEC.6 - V.MARIA,2021-04-25,2021-04-14,293,RESISTENCIA O DESOBEDIENCIA A UN FUNCIONARIO PÚBLICO,NO,Resistencia o desobediencia a un funcionario público,2022-05-13
14,Córdoba,10001021,sd,4,Cuarta,147,FISC.3ºN.C/COMP.CIV.COM.LAB.DE FLIA.INSTR.Y MEN.-SEC.6 - V.MARIA,2021-04-25,,,,,Sin informar,2022-05-13
14,Córdoba,10001028,sd,4,Cuarta,147,FISC.3ºN.C/COMP.CIV.COM.LAB.DE FLIA.INSTR.Y MEN.-SEC.6 - V.MARIA,2021-04-25,,,,,Sin informar,2022-05-13
14,Córdoba,10001031,sd,4,Cuarta,147,FISC.3ºN.C/COMP.CIV.COM.LAB.DE FLIA.INSTR.Y MEN.-SEC.6 - V.MARIA,2021-04-25,,,,,Sin informar,2022-05-13
14,Córdoba,10001037,sd,4,Cuarta,147,FISC.3ºN.C/COMP.CIV.COM.LAB.DE FLIA.INSTR.Y MEN.-SEC.6 - V.MARIA,2021-04-25,,2262,ADQUISICIÓN DE EFECTOS DE DELITO,NO,Sin clasificar,2022-05-13
14,Córdoba,10001039,sd,1,Primera,344,FISC. DISTRITO 4 TURNO 2 (EX FISC. DISTR 3 TURNO 4),2021-07-21,2021-04-25,158,HURTO,NO,Hurto,2022-05-13
14,Córdoba,10002647,sd,1,Primera,345,FISC. DISTRITO 3 TURNO 5,2021-10-14,,28,LESIONES LEVES CULPOSAS,NO,Lesiones culposas,2022-05-13
14,Córdoba,10002676,sd,1,Primera,334,FISC. DISTRITO 1 TURNO 6,2021-06-22,2021-04-26,163,HURTO CALIFICADO POR ESCALAMIENTO,NO,Hurto,2022-05-13
14,Córdoba,10002691,sd,1,Primera,1090,,2021-05-26,,133,AMENAZAS,NO,Amenazas,2022-05-13
14,Córdoba,10002691,sd,1,Primera,1090,,2021-05-26,,136,AMENAZAS CALIFICADAS POR EL EMPLEO DE ARMAS,NO,Amenazas,2022-05-13
14,Córdoba,10002691,sd,1,Primera,1090,,2021-05-26,,2011,LESIONES LEVES CALIFICADAS POR EL VÍNCULO,NO,Lesiones dolosas,2022-05-13
14,Córdoba,10002691,sd,1,Primera,1090,,2021-05-26,,923,PRIVACION ILEGITIMA DE LA LIBERTAD CALIFICADA POR LA FORMA O EL FIN,NO,Sin clasificar,2022-05-13
14,Córdoba,10002725,sd,2,Segunda,551,FISC.INSTRUC.FLIA - LA CARLOTA,2021-04-26,,136,AMENAZAS CALIFICADAS POR EL EMPLEO DE ARMAS,NO,Amenazas,2022-05-13
14,Córdoba,10002725,sd,2,Segunda,551,FISC.INSTRUC.FLIA - LA CARLOTA,2021-04-26,,23,LESIONES LEVES,NO,Lesiones dolosas,2022-05-13
14,Córdoba,10002731,sd,2,Segunda,496,FISCALIA INSTRUCCION 2 T - RIO CUARTO,2021-04-26,,163,HURTO CALIFICADO POR ESCALAMIENTO,NO,Hurto,2022-05-13
14,Córdoba,10002745,sd,3,Tercera,588,FISC.INSTRUC.FLIA.-SEC.2. - MARCOS JUAREZ,2021-04-26,,133,AMENAZAS,NO,Amenazas,2022-05-13
14,Córdoba,10002745,sd,3,Tercera,588,FISC.INSTRUC.FLIA.-SEC.2. - MARCOS JUAREZ,2021-04-26,,137,COACCIÓN,NO,Coacción,2022-05-13
14,Córdoba,10002745,sd,3,Tercera,588,FISC.INSTRUC.FLIA.-SEC.2. - MARCOS JUAREZ,2021-04-26,,424,LESIONES LEVES CALIFICADAS,NO,Lesiones dolosas,2022-05-13
14,Córdoba,10002762,sd,3,Tercera,574,FISCALIA INSTRUCC. Y FLIA 1º NOM (Ex.Sec 1) - BELL VILLE,2021-04-26,,,,,Sin informar,2022-05-13
14,Córdoba,10002764,sd,1,Primera,113,FISC.INSTRUC.FAMILIA-SEC.1 - JESUS MARIA,2021-04-26,,133,AMENAZAS,NO,Amenazas,2022-05-13
14,Córdoba,10002772,sd,5,Quinta,437,FISC.INSTRUC.FLIA 2 T - SAN FRANCISCO,2021-04-26,,,,,Sin informar,2022-05-13
14,Córdoba,10002773,sd,4,Cuarta,164,JUZGADO DE EJECUCION PENAL - V.MARIA,2021-04-26,,,,,Sin informar,2022-05-13
14,Córdoba,10002774,sd,6,Sexta,621,JUZG.DE CONTROL - VILLA DOLORES,2021-04-26,,,,,Sin informar,2022-05-13
14,Córdoba,10002788,sd,2,Segunda,496,FISCALIA INSTRUCCION 2 T - RIO CUARTO,2021-04-26,2021-04-17,172,ROBO CALIFICADO CON ARMA DE FUEGO OPERATIVA,SI,Robo,2022-05-13
14,Córdoba,10002788,sd,2,Segunda,496,FISCALIA INSTRUCCION 2 T - RIO CUARTO,2021-04-26,2021-04-17,236,DAÑO,NO,Daños,2022-05-13
14,Córdoba,10002788,sd,2,Segunda,496,FISCALIA INSTRUCCION 2 T - RIO CUARTO,2021-04-26,2021-04-17,38,DISPARO DE ARMA DE FUEGO (ABUSO DE ARMA),NO,Abuso de arma,2022-05-13
14,Córdoba,10002790,sd,1,Primera,113,FISC.INSTRUC.FAMILIA-SEC.1 - JESUS MARIA,2021-04-26,,133,AMENAZAS,NO,Amenazas,2022-05-13
14,Córdoba,10002802,sd,1,Primera,722,MESA DE ENTRADAS DEL FUERO PENAL - SEC.PENAL TSJ,2021-04-26,2020-12-17,23,LESIONES LEVES,NO,Lesiones dolosas,2022-05-13
14,Córdoba,10002807,sd,1,Primera,113,FISC.INSTRUC.FAMILIA-SEC.1 - JESUS MARIA,2021-04-26,,133,AMENAZAS,NO,Amenazas,2022-05-13
14,Córdoba,10002807,sd,1,Primera,113,FISC.INSTRUC.FAMILIA-SEC.1 - JESUS MARIA,2021-04-26,,23,LESIONES LEVES,NO,Lesiones dolosas,2022-05-13
14,Córdoba,10002810,sd,1,Primera,932,FISCALIA DE INSTRUCC.DE VIOL.FLIAR. DE 3° TURNO,2021-04-26,,133,AMENAZAS,NO,Amenazas,2022-05-13
14,Córdoba,10002810,sd,1,Primera,932,FISCALIA DE INSTRUCC.DE VIOL.FLIAR. DE 3° TURNO,2021-04-26,,137,COACCIÓN,NO,Coacción,2022-05-13
14,Córdoba,10002810,sd,1,Primera,932,FISCALIA DE INSTRUCC.DE VIOL.FLIAR. DE 3° TURNO,2021-04-26,,142,VIOLACIÓN DE DOMICILIO,NO,Violación de domicilio,2022-05-13
14,Córdoba,10002810,sd,1,Primera,932,FISCALIA DE INSTRUCC.DE VIOL.FLIAR. DE 3° TURNO,2021-04-26,,2011,LESIONES LEVES CALIFICADAS POR EL VÍNCULO,NO,Lesiones dolosas,2022-05-13
14,Córdoba,10002810,sd,1,Primera,932,FISCALIA DE INSTRUCC.DE VIOL.FLIAR. DE 3° TURNO,2021-04-26,,2058,ABUSO DE ARMA CALIFICADAS POR EL VÍNCULO,NO,Abuso de arma,2022-05-13
14,Córdoba,10002810,sd,1,Primera,932,FISCALIA DE INSTRUCC.DE VIOL.FLIAR. DE 3° TURNO,2021-04-26,,236,DAÑO,NO,Daños,2022-05-13
14,Córdoba,10002810,sd,1,Primera,932,FISCALIA DE INSTRUCC.DE VIOL.FLIAR. DE 3° TURNO,2021-04-26,,293,RESISTENCIA O DESOBEDIENCIA A UN FUNCIONARIO PÚBLICO,NO,Resistencia o desobediencia a un funcionario público,2022-05-13
14,Córdoba,10002819,sd,1,Primera,949,FISC.INSTRUC.COMPET.MULTIPLE 3°T- CARLOS PAZ,2021-04-26,,,,,Sin informar,2022-05-13
14,Córdoba,10002831,sd,1,Primera,113,FISC.INSTRUC.FAMILIA-SEC.1 - JESUS MARIA,2021-04-26,,133,AMENAZAS,NO,Amenazas,2022-05-13
14,Córdoba,10002837,sd,1,Primera,722,MESA DE ENTRADAS DEL FUERO PENAL - SEC.PENAL TSJ,2021-04-26,2021-03-03,380,INFRACCIÓN LEY 14346 MALOS TRATOS Y ACTOS DE CRUELDAD A LOS ANIMALES(LEY SARMIENTO),NO,Sin clasificar,2022-05-13
14,Córdoba,10002839,sd,1,Primera,340,FISC. DISTRITO 2 TURNO 6,2021-04-26,,,,,Sin informar,2022-05-13
14,Córdoba,10002858,sd,1,Primera,113,FISC.INSTRUC.FAMILIA-SEC.1 - JESUS MARIA,2021-04-26,,512,TENENCIA ILEGAL DE ARMA DE FUEGO,NO,Sin clasificar,2022-05-13
14,Córdoba,10002882,sd,1,Primera,333,FISC. DISTRITO 1 TURNO 5,2021-04-26,,,,,Sin informar,2022-05-13
14,Córdoba,10002901,sd,1,Primera,722,MESA DE ENTRADAS DEL FUERO PENAL - SEC.PENAL TSJ,2021-04-26,,,,,Sin informar,2022-05-13
14,Córdoba,10002902,sd,1,Primera,113,FISC.INSTRUC.FAMILIA-SEC.1 - JESUS MARIA,2021-04-26,,133,AMENAZAS,NO,Amenazas,2022-05-13
14,Córdoba,10002902,sd,1,Primera,113,FISC.INSTRUC.FAMILIA-SEC.1 - JESUS MARIA,2021-04-26,,23,LESIONES LEVES,NO,Lesiones dolosas,2022-05-13
14,Córdoba,10002909,sd,7,Séptima,642,FISC.INSTRUCC.Y FAMILIA-SEC.2 - CRUZ DEL EJE,2021-04-26,,133,AMENAZAS,NO,Amenazas,2022-05-13
14,Córdoba,10002909,sd,7,Séptima,642,FISC.INSTRUCC.Y FAMILIA-SEC.2 - CRUZ DEL EJE,2021-04-26,,137,COACCIÓN,NO,Coacción,2022-05-13
14,Córdoba,10002909,sd,7,Séptima,642,FISC.INSTRUCC.Y FAMILIA-SEC.2 - CRUZ DEL EJE,2021-04-26,,2011,LESIONES LEVES CALIFICADAS POR EL VÍNCULO,NO,Lesiones dolosas,2022-05-13
14,Córdoba,10002909,sd,7,Séptima,642,FISC.INSTRUCC.Y FAMILIA-SEC.2 - CRUZ DEL EJE,2021-04-26,,293,RESISTENCIA O DESOBEDIENCIA A UN FUNCIONARIO PÚBLICO,NO,Resistencia o desobediencia a un funcionario público,2022-05-13
14,Córdoba,10002910,sd,7,Séptima,651,FISC.INSTRUC.COMPET.MULTIPLE 1°T-SEC.1-COSQUIN,2021-04-26,2021-01-08,293,RESISTENCIA O DESOBEDIENCIA A UN FUNCIONARIO PÚBLICO,NO,Resistencia o desobediencia a un funcionario público,2022-05-13
14,Córdoba,10002928,sd,10,Décima,536,FISC.INSTRUCC.Y FLIA. 1A.NOM. - RIO TERCERO,2021-04-26,,142,VIOLACIÓN DE DOMICILIO,NO,Violación de domicilio,2022-05-13
14,Córdoba,10002928,sd,10,Décima,536,FISC.INSTRUCC.Y FLIA. 1A.NOM. - RIO TERCERO,2021-04-26,,23,LESIONES LEVES,NO,Lesiones dolosas,2022-05-13
14,Córdoba,10002930,sd,1,Primera,876,FISC.INSTRUC.COMPET.MULTIPLE 1° T-ALTA GRACIA,2021-04-26,,,,,Sin informar,2022-05-13
14,Córdoba,10002933,sd,5,Quinta,459,FISCALIA DE INSTRUCCION - MORTEROS,2021-04-26,,,,,Sin informar,2022-05-13
14,Córdoba,10002934,sd,3,Tercera,779,SEC. DE LUCHA CONTRA EL NARCOTRAFICO-BELL VILLE,2021-04-26,,,,,Sin informar,2022-05-13
14,Córdoba,10002937,sd,2,Segunda,496,FISCALIA INSTRUCCION 2 T - RIO CUARTO,2021-04-26,,,,,Sin informar,2022-05-13
14,Córdoba,10002941,sd,4,Cuarta,150,FISC.INSTRUC.FLIA 1°T-SEC.2. - V.MARIA,2021-03-30,,,,,Sin informar,2022-05-13
14,Córdoba,10002948,sd,5,Quinta,459,FISCALIA DE INSTRUCCION - MORTEROS,2021-04-26,,,,,Sin informar,2022-05-13
14,Córdoba,10002949,sd,1,Primera,876,FISC.INSTRUC.COMPET.MULTIPLE 1° T-ALTA GRACIA,2021-04-26,,230,TURBACIÓN DE LA POSESIÓN O TENENCIA,NO,Sin clasificar,2022-05-13
14,Córdoba,10002960,sd,1,Primera,113,FISC.INSTRUC.FAMILIA-SEC.1 - JESUS MARIA,2021-04-26,,133,AMENAZAS,NO,Amenazas,2022-05-13
14,Córdoba,10002960,sd,1,Primera,113,FISC.INSTRUC.FAMILIA-SEC.1 - JESUS MARIA,2021-04-26,,236,DAÑO,NO,Daños,2022-05-13
14,Córdoba,10002960,sd,1,Primera,113,FISC.INSTRUC.FAMILIA-SEC.1 - JESUS MARIA,2021-04-26,,424,LESIONES LEVES CALIFICADAS,NO,Lesiones dolosas,2022-05-13
14,Córdoba,10002961,sd,1,Primera,722,MESA DE ENTRADAS DEL FUERO PENAL - SEC.PENAL TSJ,2021-04-26,2021-03-23,134,AMENAZAS CALIFICADAS,NO,Amenazas,2022-05-13
14,Córdoba,10002961,sd,1,Primera,722,MESA DE ENTRADAS DEL FUERO PENAL - SEC.PENAL TSJ,2021-04-26,2021-03-23,485,ROBO EN GRADO DE TENTATIVA,NO,Robo,2022-05-13
14,Córdoba,10002962,sd,7,Séptima,652,FISC.INSTRUC.COMPET.MULTIPLE 1°T-SEC.2-COSQUIN,2021-04-26,2021-04-26,140,AMENAZAS COACTIVAS CALIFICADAS POR EL USO DE ARMAS,NO,Coacción,2022-05-13
14,Córdoba,10002965,sd,1,Primera,722,MESA DE ENTRADAS DEL FUERO PENAL - SEC.PENAL TSJ,2021-04-26,,1028,CORRUPCION DE MENORES CALIFICADA POR LA EDAD DE LA VICTIMA,NO,Sin clasificar,2022-05-13
14,Córdoba,10002965,sd,1,Primera,722,MESA DE ENTRADAS DEL FUERO PENAL - SEC.PENAL TSJ,2021-04-26,,2107,SUMINISTRAR MATERIAL PORNOGRÁFICO CON IMÁGENES DE MENORES DE 13 AÑOS A MENORES DE 14 AÑOS,NO,Pornografía infantil,2022-05-13
14,Córdoba,10002965,sd,1,Primera,722,MESA DE ENTRADAS DEL FUERO PENAL - SEC.PENAL TSJ,2021-04-26,,431,ABUSO SEXUAL,NO,Abuso sexual,2022-05-13
14,Córdoba,10002965,sd,1,Primera,722,MESA DE ENTRADAS DEL FUERO PENAL - SEC.PENAL TSJ,2021-04-26,,58,ABUSO SEXUAL CON ACCESO CARNAL,NO,Abuso sexual,2022-05-13
14,Córdoba,10002971,sd,2,Segunda,551,FISC.INSTRUC.FLIA - LA CARLOTA,2021-04-26,,1145,VIOLACIÓN DE MEDIDAS CONTRA EPIDEMIAS,NO,Violación de medidas contra epidemias,2022-05-13
14,Córdoba,10002971,sd,2,Segunda,551,FISC.INSTRUC.FLIA - LA CARLOTA,2021-04-26,,293,RESISTENCIA O DESOBEDIENCIA A UN FUNCIONARIO PÚBLICO,NO,Resistencia o desobediencia a un funcionario público,2022-05-13
14,Córdoba,10002986,sd,1,Primera,113,FISC.INSTRUC.FAMILIA-SEC.1 - JESUS MARIA,2021-04-20,,133,AMENAZAS,NO,Amenazas,2022-05-13
14,Córdoba,10002988,sd,2,Segunda,491,FISCALIA INSTRUCCION 4 T - RIO CUARTO,2021-04-26,,344,ENCUBRIMIENTO,NO,Encubrimiento,2022-05-13
14,Córdoba,10002994,sd,1,Primera,722,MESA DE ENTRADAS DEL FUERO PENAL - SEC.PENAL TSJ,2021-04-26,2019-03-25,142,VIOLACIÓN DE DOMICILIO,NO,Violación de domicilio,2022-05-13
14,Córdoba,10002994,sd,1,Primera,722,MESA DE ENTRADAS DEL FUERO PENAL - SEC.PENAL TSJ,2021-04-26,2019-03-25,158,HURTO,NO,Hurto,2022-05-13
14,Córdoba,10003001,sd,3,Tercera,574,FISCALIA INSTRUCC. Y FLIA 1º NOM (Ex.Sec 1) - BELL VILLE,2021-04-26,,,,,Sin informar,2022-05-13
14,Córdoba,10003004,sd,1,Primera,113,FISC.INSTRUC.FAMILIA-SEC.1 - JESUS MARIA,2021-04-26,,133,AMENAZAS,NO,Amenazas,2022-05-13
14,Córdoba,10003006,sd,1,Primera,722,MESA DE ENTRADAS DEL FUERO PENAL - SEC.PENAL TSJ,2021-04-26,,,,,Sin informar,2022-05-13
14,Córdoba,10003011,sd,4,Cuarta,152,FISC.INSTRUC.FLIA 2°T-SEC.4. - V.MARIA,2021-04-26,,,,,Sin informar,2022-05-13
14,Córdoba,10003015,sd,10,Décima,536,FISC.INSTRUCC.Y FLIA. 1A.NOM. - RIO TERCERO,2021-04-26,,23,LESIONES LEVES,NO,Lesiones dolosas,2022-05-13
14,Córdoba,10003018,sd,1,Primera,103,FISC.INSTRUC.FAMILIA-SEC.1- RIO SEGUNDO,2021-04-26,2021-04-10,169,ROBO,NO,Robo,2022-05-13
